club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Pool,Olave,Jamison,D,275000.0,325000.0,2013,
Pool,Olum,Lawrence,M,46500.0,46500.0,2013,
Colorado Rapids,O'Neill,Shane,M,49350.0,60850.0,2013,Western
Pool,Opara,Ike,D,90000.0,96250.0,2013,
LA Galaxy,Opare,Kofi,D,35125.0,35125.0,2013,Western
Columbus Crew,O'Rourke,Danny,D,170000.0,175000.0,2013,Eastern
Toronto FC,Osorio,Jonathan,M,46500.0,46500.0,2013,Eastern
Montreal Impact,Ouimette,Karl,D,46500.0,46500.0,2013,Eastern
Vancouver Whitecaps,Ousted,David,G,150000.0,166156.25,2013,Western
Houston Dynamo,Ownby,Brian,M,46500.0,46500.0,2013,Western
DC United,Pajoy,Lionard,F,190000.0,205000.0,2013,Eastern
Chicago Fire,Paladini,Daniel,M,86625.0,91103.25,2013,Eastern
Real Salt Lake,Palmer,Lovel,M,67000.0,71500.0,2013,Western
Pool,Palmer-Brown,Erik,D,35125.0,35625.0,2013,
Montreal Impact,Paponi,Daniele,F,72000.0,87000.0,2013,Eastern
Philadelphia Union,Parke,Jeff,D,205000.0,216500.0,2013,Eastern
Chicago Fire,Pause,Logan,M,180000.0,197833.33,2013,Eastern
Pool,Pearce,Heath,D,331236.0,340736.0,2013,
LA Galaxy,Penedo,Jaime,G,78000.0,81562.5,2013,Western
FC Dallas,Pereira,Michel,M,60000.0,81500.0,2013,Western
FC Dallas,Perez,Blas,F,300000.0,324250.0,2013,Western
LA Galaxy,Perk,Brian,G,55000.0,58125.0,2013,Western
Montreal Impact,Perkins,Troy,G,225000.0,246833.33,2013,Eastern
Pool,Peterson,Jacob,F,100000.0,104833.33,2013,
Philadelphia Union,Pfeffer,Zach,M,65000.0,75000.0,2013,Eastern
Colorado Rapids,Pickens,Matt,G,190000.0,212933.33,2013,Western
Chicago Fire,Pineda,Victor,M,46500.0,53242.42,2013,Eastern
Portland Timbers,Piquionne,Frederic,F,142000.0,150000.0,2013,Western
Montreal Impact,Pisanu,Andrea,F,100000.0,148000.0,2013,Eastern
Real Salt Lake,Plata,Joao,F,60000.0,60000.0,2013,Western
New England Revolution,Polak,Tyler,D,65000.0,78000.0,2013,Eastern
DC United,Pontius,Chris,F,330000.0,361000.0,2013,Eastern
DC United,Porter,Kyle,M,46500.0,54992.45,2013,Eastern
Portland Timbers,Powell,Alvas,D,35400.0,35400.0,2013,Western
Colorado Rapids,Powers,Dillon,M,46500.0,79000.0,2013,Western
Chicago Fire,Puppo,Federico,F,125000.0,125000.0,2013,Eastern
Chivas USA,Purdy,Steven,D,80004.0,80004.0,2013,Western
New England Revolution,Reis,Matt,G,165000.0,167666.67,2013,Eastern
Seattle Sounders FC,Remick,Dylan,D,35125.0,35125.0,2013,Western
Vancouver Whitecaps,Reo-Coker,Nigel,M,200000.0,237362.5,2013,Western
Toronto FC,Rey,Alvaro,F,180000.0,204450.0,2013,Eastern
LA Galaxy,Ribeiro Da Silva,Leonardo,D,95000.0,95000.0,2013,Western
Portland Timbers,Richards,Brent,F,65625.0,73992.29,2013,Western
Toronto FC,Richter,Ryan,F,35125.0,35125.0,2013,Eastern
Portland Timbers,Ricketts,Donovan,G,275000.0,300000.0,2013,Western
DC United,Riley,James,D,140000.0,145750.0,2013,Eastern
Real Salt Lake,Rimando,Nick,G,200000.0,210833.33,2013,Western
Portland Timbers,Rincon,Sebastian,F,46500.0,46500.0,2013,Western
Portland Timbers,Ring,Brad,M,46500.0,46500.0,2013,Western
Chicago Fire,Rios,Egidio,M,768000.0,768000.0,2013,Eastern
Montreal Impact,Rivas,Nelson,D,75000.0,75000.0,2013,Eastern
Chivas USA,Rivera,Jose Manuel,F,116000.0,116000.0,2013,Western
Colorado Rapids,Rivero,Martin,M,75000.0,75000.0,2013,Western
Toronto FC,Roberts,Quillan,G,46500.0,46500.0,2013,Eastern
Pool,Robles,Luis,G,75000.0,77500.0,2013,
Montreal Impact,Rodriguez,Adrian Lopez,D,180000.0,180000.0,2013,Eastern
Montreal Impact,Rodriguez,Maximiliano,M,35125.0,35125.0,2013,Eastern
LA Galaxy,Rogers,Robbie,F,90000.0,90000.0,2013,Western
Chicago Fire,Rolfe,Chris,F,225000.0,248333.33,2013,Eastern
Montreal Impact,Romero,Andres,F,48000.0,48000.0,2013,Eastern
Seattle Sounders FC,Rosales,Mauro,M,200000.0,225000.0,2013,Western
Seattle Sounders FC,Rose,Andy,M,46500.0,46500.0,2013,Western
Pool,Rosell,Oriol,M,110000.0,118750.0,2013,
LA Galaxy,Rowe,Brian,G,46500.0,46500.0,2013,Western
New England Revolution,Rowe,Kelyn,M,90000.0,171000.0,2013,Eastern
LA Galaxy,Rugg,Charlie,F,35125.0,35125.0,2013,Western
Pool,Ruiz,Brendan,D,35125.0,35125.0,2013,
DC United,Ruiz,Carlos,F,75000.0,75000.0,2013,Eastern
Vancouver Whitecaps,Rusin,Brad,D,120000.0,120000.0,2013,Western
Toronto FC,Russell,Darel,M,99999.96,109874.96,2013,Eastern
Pool,Saad,Soony,F,46500.0,46500.0,2013,
Real Salt Lake,Saborio,Alvaro,F,360000.0,453333.33,2013,Western
Houston Dynamo,Salazar,Bryan,F,46500.0,47500.0,2013,Western
Real Salt Lake,Salcedo,Carlos,D,35125.0,35125.0,2013,Western
Vancouver Whitecaps,Salgado,Omar,F,95000.0,136868.67,2013,Western
San Jose Earthquakes,Salinas,Shea,M,93975.0,100219.15,2013,Western
Pool,Sam,Lloyd,F,130000.0,130000.0,2013,
Columbus Crew,Sanchez,Matias,M,190000.0,230000.0,2013,Eastern
FC Dallas,Sanchez,Richard,G,46500.0,63500.0,2013,Western
Colorado Rapids,Sanchez,Vincente,F,144000.0,186187.5,2013,Western
Real Salt Lake,Sandoval,Devon,F,35125.0,35125.0,2013,Western
Vancouver Whitecaps,Sanvezzo,Camilo,F,210000.0,247500.0,2013,Western
Pool,Sapong,CJ,F,75000.0,92000.0,2013,
DC United,Saragosa,Marcelo,M,110000.0,110000.0,2013,Eastern
Houston Dynamo,Sarkodie,Kofi,D,100000.0,145500.0,2013,Western
LA Galaxy,Sarvas,Marcelo,M,157500.0,184375.0,2013,Western
Real Salt Lake,Saunders,Josh,G,90000.0,95250.0,2013,Western
Columbus Crew,Schoenfeld,Aaron,F,46500.0,46500.0,2013,Eastern
Real Salt Lake,Schuler,Chris,D,100000.0,117000.0,2013,Western
Seattle Sounders FC,Scott,Zach,D,50000.0,50000.0,2013,Western
DC United,Seaton,Michael,F,35125.0,38125.0,2013,Eastern
Chicago Fire,Segares,Gonzalo,D,155000.0,168333.33,2013,Eastern
FC Dallas,Seitz,Chris,G,90000.0,90000.0,2013,Western
Pool,Sekagya,Ibrahim,D,129999.96,158999.96,2013,
New England Revolution,Sene,Saer,F,200000.0,211537.54,2013,Eastern
Colorado Rapids,Serna,Dillon,M,46500.0,59500.0,2013,Western
DC United,Shanosky,Conor,D,75000.0,89218.83,2013,Eastern
New England Revolution,Shuttleworth,Robert,G,80004.0,84504.0,2013,Eastern
DC United,Silva,Luis,M,70400.0,105400.0,2013,Eastern
Portland Timbers,Silvestre,Mikael,D,180000.0,186666.67,2013,Western
New England Revolution,Simms,Clyde,M,87500.0,90833.33,2013,Eastern
Pool,Sinovic,Seth,M,90000.0,96750.0,2013,
Columbus Crew,Sloan,Shawn,M,35125.0,35125.0,2013,Eastern
Montreal Impact,Smith,Blake,M,46500.0,80250.0,2013,Eastern
New England Revolution,Smith,Donnie,M,35125.0,35125.0,2013,Eastern
Colorado Rapids,Smith,Jamie,M,46500.0,46500.0,2013,Western
New England Revolution,Soares,AJ,D,103345.0,143345.0,2013,Eastern
New England Revolution,Soffner,Luis,G,35125.0,35125.0,2013,Eastern
LA Galaxy,Sorto,Oscar,D,46500.0,48375.0,2013,Western
Chivas USA,Soto,Josue,M,35125.0,35125.0,2013,Western
Chicago Fire,Soumare,Bakary,D,310000.0,350000.0,2013,Eastern
Columbus Crew,Speas,Ben,F,62000.0,62000.0,2013,Eastern
Pool,Steele,Jonny,M,99996.0,107746.0,2013,
LA Galaxy,Stephens,Michael,M,84755.0,106005.0,2013,Western
Real Salt Lake,Stephenson,Khari,M,77500.0,81958.33,2013,Western
Real Salt Lake,Stertzer,John,M,46500.0,75250.0,2013,Western
San Jose Earthquakes,Stewart,Jordan,M,108000.0,108000.0,2013,Western
Colorado Rapids,Sturgis,Nathan,M,93712.5,97962.5,2013,Western
Pool,Stuver,Brad,G,35125.0,35125.0,2013,
DC United,Syamsir,Alam,M,46500.0,46500.0,2013,Eastern
Houston Dynamo,Taylor,Jermaine,D,160000.0,169500.0,2013,Western
Columbus Crew,Tchani,Tony,M,130000.0,155000.0,2013,Eastern
Vancouver Whitecaps,Teibert,Russell,M,60000.0,65600.0,2013,Western
Colorado Rapids,Thomas,Hendry,M,180000.0,200000.0,2013,Western
Toronto FC,Thomas,Michael,M,57750.0,60713.21,2013,Eastern
Vancouver Whitecaps,Thomas,Simon,G,35125.0,35125.0,2013,Western
Chicago Fire,Thompson,Wells,M,105000.0,113125.0,2013,Eastern
DC United,Thorrington,John,M,150000.0,150000.0,2013,Eastern
New England Revolution,Tierney,Chris,M,82265.63,83932.29,2013,Eastern
Montreal Impact,Tissot,Maxim,D,35125.0,35125.0,2013,Eastern
New England Revolution,Toja,Juan,F,275000.0,295000.0,2013,Eastern
FC Dallas,Top,Jonathan,F,46500.0,46500.0,2013,Western
Chicago Fire,Tornaghi,Paolo,G,46500.0,46500.0,2013,Eastern
Chivas USA,Torres,Erick,F,129996.0,129996.0,2013,Western
Colorado Rapids,Torres,Gabriel,F,264000.0,276500.0,2013,Western
Philadelphia Union,Torres,Roger,M,121968.0,125093.0,2013,Eastern
DC United,Townsend,Casey,F,56650.0,91650.0,2013,Eastern
San Jose Earthquakes,Tracy,Marcus,F,46500.0,46500.0,2013,Western
Seattle Sounders FC,Traore,Djimi,D,120000.0,120000.0,2013,Western
Columbus Crew,Trapp,Wil,M,100000.0,127000.0,2013,Eastern
Portland Timbers,Tucker-Gangnes,Dylan,D,35125.0,35125.0,2013,Western
Montreal Impact,Ubiparipovic,Sinisa,M,57750.0,57750.0,2013,Eastern
FC Dallas,Ulloa,Victor,M,46500.0,49000.0,2013,Western
Portland Timbers,Urruti,Maximiliano,F,200000.04,200000.04,2013,Western
Philadelphia Union,Valdes,Carlos,D,321000.0,321000.0,2013,Eastern
Portland Timbers,Valencia,Jose Adolfo,F,50000.0,65000.0,2013,Western
Montreal Impact,Valentin,Zarek,D,100000.0,152000.0,2013,Eastern
Portland Timbers,Valeri,Diego,M,400000.0,400000.0,2013,Western
Real Salt Lake,Velasquez,Sebastian,M,46500.0,46500.0,2013,Western
Columbus Crew,Viana,Agustin,M,105000.0,131666.67,2013,Eastern
Chicago Fire,Videira,Michael,M,46500.0,47125.0,2013,Eastern
Chivas USA,Villafana,Jorge,F,69300.0,70966.67,2013,Western
LA Galaxy,Villarreal,Joseph,M,46500.0,48375.0,2013,Western
Columbus Crew,Wahl,Tyson,D,76000.0,80666.67,2013,Eastern
LA Galaxy,Walker,Kenney,M,46500.0,46500.0,2013,Western
Colorado Rapids,Wallace,Anthony,M,66563.7,66563.7,2013,Western
Portland Timbers,Wallace,Rodney,M,125000.0,150000.0,2013,Western
Montreal Impact,Warner,Collen,F,110000.0,137500.0,2013,Eastern
FC Dallas,Warshaw,Bobby,D,50820.0,62070.0,2013,Western
Columbus Crew,Warzycha,Konrad,M,46500.0,46500.0,2013,Eastern
Vancouver Whitecaps,Watson,Matt,M,68250.0,79251.98,2013,Western
FC Dallas,Watson,JeVaughn,M,100000.0,116875.0,2013,Western
Real Salt Lake,Watson-Siriboe,Kwame,D,53240.0,53240.0,2013,Western
Houston Dynamo,Weaver,Cam,F,100000.0,108406.67,2013,Western
Toronto FC,Welshman,Emery,F,46500.0,46500.0,2013,Eastern
Montreal Impact,Wenger,Andrew,F,120000.0,222000.0,2013,Eastern
Philadelphia Union,Wheeler,Aaron,F,46500.0,46500.0,2013,Eastern
DC United,White,Ethan,D,75000.0,91000.0,2013,Eastern
Toronto FC,Wiedeman,Andrew,F,55000.0,65000.0,2013,Eastern
Columbus Crew,Williams,Josh,D,52313.0,52313.0,2013,Eastern
Philadelphia Union,Williams,Sheanon,F,105000.0,110500.0,2013,Eastern
DC United,Willis,Joe,G,46500.0,46500.0,2013,Eastern
Real Salt Lake,Wingert,Chris,D,160598.0,167598.0,2013,Western
Columbus Crew,Withrow,Daniel,G,35125.0,35125.0,2013,Eastern
San Jose Earthquakes,Wondolowski,Chris,M,550000.0,600000.0,2013,Western
FC Dallas,Woodberry,London,D,46500.0,46500.0,2013,Western
New England Revolution,Woodbine,O'Brian,D,46500.0,49882.13,2013,Eastern
DC United,Woolard,Daniel,D,100000.0,100000.0,2013,Eastern
Pool,Wright-Phillips,Bradley,F,50000.04,92500.04,2013,
Colorado Rapids,Wynne,Marvell,D,200000.0,285000.0,2013,Western
Seattle Sounders FC,Yedlin,DeAndre,D,50000.0,53500.0,2013,Western
Vancouver Whitecaps,Young-Pyo,Lee,D,196900.0,231100.0,2013,Western
Seattle Sounders FC,Zakuani,Steve,F,135000.0,233000.0,2013,Western
LA Galaxy,Zardes,Gyasi,F,100000.0,173000.0,2013,Western
Seattle Sounders FC,Zavaleta,Eriq,F,65000.0,95600.0,2013,Western
Portland Timbers,Zemanski,Ben,M,73500.0,76000.0,2013,Western
FC Dallas,Zimmerman,Walker,D,75000.0,155100.0,2013,Western
Portland Timbers,Zizzo,Sal,F,76781.0,85987.77,2013,Western
FC Dallas,Zobeck,Kyle,G,35125.0,35125.0,2013,Western
Pool,Zusi,Graham,F,350000.0,383250.0,2013,
Chicago Fire,Armas,Chris,M,225000.0,225000.0,2007,Eastern
Chicago Fire,Banner,Michael,M,12900.0,12900.0,2007,Eastern
Chicago Fire,Barrett,Chad,F,41212.5,48712.5,2007,Eastern
Chicago Fire,Blanco,Cuauhtemoc,F,2492316.0,2666778.0,2007,Eastern
Chicago Fire,Brown,C.J.,D,106391.0,106391.0,2007,Eastern
Chicago Fire,Busch,Jon,G,58008.0,58008.0,2007,Eastern
Chicago Fire,Carr,Calen,F,38000.0,50500.0,2007,Eastern
Chicago Fire,Conde,Wilman,D,144000.0,151500.0,2007,Eastern
Chicago Fire,Correa,Thiago,M,44100.0,44100.0,2007,Eastern
Chicago Fire,Curtin,Jeff,D,12900.0,12900.0,2007,Eastern
Chicago Fire,Curtin,Jim,D,120750.0,120750.0,2007,Eastern
Chicago Fire,Franks,Floyd,M,17700.0,17700.0,2007,Eastern
Chicago Fire,Guerrero,Ivan,M,160000.0,187500.0,2007,Eastern
Chicago Fire,Gutierrez,Diego,M,126500.0,126500.0,2007,Eastern
Chicago Fire,Mapp,Justin,M,130000.0,136000.0,2007,Eastern
Chicago Fire,Marques,Bruno,M,12900.0,12900.0,2007,Eastern
Chicago Fire,Monteiro,Jerson,F,17700.0,17700.0,2007,Eastern
Chicago Fire,Noble,Nick,G,12900.0,12900.0,2007,Eastern
Chicago Fire,Pause,Logan,M,69300.0,69300.0,2007,Eastern
Chicago Fire,Pickens,Matt,G,32340.0,32340.0,2007,Eastern
Chicago Fire,Plotkin,Brian,M,30000.0,30000.0,2007,Eastern
Chicago Fire,Robinson,Dasan,D,42500.0,42500.0,2007,Eastern
Chicago Fire,Rolfe,Chris,F,70000.0,74700.0,2007,Eastern
Chicago Fire,Russolillo,Jordan,D,12900.0,12900.0,2007,Eastern
Chicago Fire,Segares,Gonzalo,D,48300.0,50800.0,2007,Eastern
Chicago Fire,Soumare,Bakary,D,45000.0,78000.0,2007,Eastern
Chicago Fire,Telesford,Osei,D,36000.0,36625.0,2007,Eastern
Chicago Fire,Wanchope,Paulo,F,240000.0,267500.0,2007,Eastern
Chicago Fire,Woolard,Daniel,D,12900.0,12900.0,2007,Eastern
Chivas USA,Arvizu,David,F,33000.0,40500.0,2007,Western
Chivas USA,Bornstein,Jonathan,D,57500.0,57500.0,2007,Western
Chivas USA,Brooks,Desmond,D,12900.0,12900.0,2007,Western
Chivas USA,Burling,Bobby,F,12900.0,12900.0,2007,Western
Chivas USA,Burpo,Preston,G,52491.6,52491.6,2007,Western
Chivas USA,Cunliffe,John,F,30000.0,45000.0,2007,Western
Chivas USA,Flores,Jorge,M,12900.0,13275.0,2007,Western
Chivas USA,Galindo,Maykel,F,72500.0,72500.0,2007,Western
Chivas USA,Guzan,Brad,G,52237.5,67237.5,2007,Western
Chivas USA,Hamilton,Anthony,F,17700.0,17700.0,2007,Western
Chivas USA,Hernandez,Jason,D,45000.0,45625.0,2007,Western
Chivas USA,Kljestan,Sacha,M,70000.0,103000.0,2007,Western
Chivas USA,Llamosa,Carlos,D,84000.0,84000.0,2007,Western
Chivas USA,Lopez,Rodrigo,M,17700.0,17700.0,2007,Western
Chivas USA,Marsch,Jesse,M,100000.0,109375.0,2007,Western
Chivas USA,Mendoza,Francisco,M,90000.0,93750.0,2007,Western
Chivas USA,Merlin,Laurent,M,60000.0,60000.0,2007,Western
Chivas USA,Myers,Justin,G,12900.0,12900.0,2007,Western
Chivas USA,Nagamura,Paulo,M,89250.0,89250.0,2007,Western
Chivas USA,Nunez,Ramon,M,100000.0,118000.0,2007,Western
Chivas USA,Perez,Orlando,D,70000.0,70000.0,2007,Western
Chivas USA,Razov,Ante,F,245000.0,248750.0,2007,Western
Chivas USA,Robles,Eder,D,12900.0,12900.0,2007,Western
Chivas USA,Solorzano,Erasmo,M,12900.0,12900.0,2007,Western
Chivas USA,Suarez,Claudio,D,146991.6,146991.6,2007,Western
Chivas USA,Thomas,Shavar,D,70000.0,73750.0,2007,Western
Chivas USA,Vaughn,Lawson,D,30000.0,30000.0,2007,Western
Chivas USA,Zotinca,Alex,D,67500.0,68750.0,2007,Western
Columbus Crew,Evans,Brad,F,17700.0,17700.0,2007,Eastern
Columbus Crew,Garey,Jason,F,41250.0,53750.0,2007,Eastern
Columbus Crew,Gaudette,Bill,G,30000.0,30000.0,2007,Eastern
Columbus Crew,Gaven,Eddie,M,165000.0,188000.0,2007,Eastern
Columbus Crew,Gonzalez,Marcos,D,156000.0,162250.0,2007,Eastern
Columbus Crew,Grabavoy,Ned,M,45050.25,52550.25,2007,Eastern
Columbus Crew,Gruenebaum,Andy,G,17700.0,17700.0,2007,Eastern
Columbus Crew,Hejduk,Frankie,D,150000.0,175000.0,2007,Eastern
Columbus Crew,Hendrickson,Ezra,M,76650.0,77900.0,2007,Eastern
Columbus Crew,Herron,Andy,F,140000.0,148750.0,2007,Eastern
Columbus Crew,Hesmer,William,G,30870.0,30870.0,2007,Eastern
Columbus Crew,Hunter,Ben,F,12900.0,12900.0,2007,Eastern
Columbus Crew,Junge,Ryan,D,12900.0,12900.0,2007,Eastern
Columbus Crew,Kamara,Kei,F,33000.0,43000.0,2007,Eastern
Columbus Crew,Marshall,Chad,D,100000.0,123000.0,2007,Eastern
Columbus Crew,Miglioranzi,Stefani,M,70008.0,86258.0,2007,Eastern
Columbus Crew,Moreno,Alejandro,F,120000.0,125000.0,2007,Eastern
Columbus Crew,Moss,Brandon,M,17700.0,17700.0,2007,Eastern
Columbus Crew,O'Rourke,Danny,M,46331.25,56331.25,2007,Eastern
Columbus Crew,Oughton,Duncan,D,72000.0,72000.0,2007,Eastern
Columbus Crew,Peterson,Andrew,M,12900.0,12900.0,2007,Eastern
Columbus Crew,Pierce,Rusty,D,63000.0,64300.0,2007,Eastern
Columbus Crew,Rogers,Robbie,F,50000.0,50000.0,2007,Eastern
Columbus Crew,Schelotto,Guillermo Barros,F,150000.0,150000.0,2007,Eastern
Columbus Crew,Szetela,Danny,M,43135.31,48760.31,2007,Eastern
Columbus Crew,Thomas,Jacob,M,84000.0,87750.0,2007,Eastern
Columbus Crew,Virtuoso,Ricardo,M,60000.0,102000.0,2007,Eastern
Columbus Crew,Ward,Tim,D,38456.25,48456.25,2007,Eastern
Columbus Crew,Zayner,Jed,D,33000.0,40500.0,2007,Eastern
Colorado Rapids,Ballouchy,Mehdi,M,70000.0,88000.0,2007,Western
Colorado Rapids,Cancela,Jose,M,156000.0,156000.0,2007,Western
Colorado Rapids,Casey,Conor,F,180000.0,180000.0,2007,Western
Colorado Rapids,Clark,Colin,F,17700.0,17700.0,2007,Western
Colorado Rapids,Colaluca,Nico,M,45000.0,78000.0,2007,Western
Colorado Rapids,Cooke,Terry,M,147500.0,152500.0,2007,Western
Colorado Rapids,Coundoul,Bouna,G,30000.0,30000.0,2007,Western
Colorado Rapids,Cummings,Omar,F,30000.0,30000.0,2007,Western
Colorado Rapids,DiRaimondo,John,M,12900.0,12900.0,2007,Western
Colorado Rapids,Erpen,Facundo,D,115000.0,115000.0,2007,Western
Colorado Rapids,Gargan,Daniel,M,30000.0,30000.0,2007,Western
Colorado Rapids,Gomez,Hercules,F,49350.0,49350.0,2007,Western
Colorado Rapids,Harvey,Jordan,D,17700.0,17700.0,2007,Western
Colorado Rapids,Hernandez,Nicolas,F,130000.0,132400.0,2007,Western
Colorado Rapids,Hughes,Justin,G,12900.0,12900.0,2007,Western
Colorado Rapids,Ihemelu,Ugo,D,55000.0,55000.0,2007,Western
Colorado Rapids,Keel,Stephen,D,17700.0,17700.0,2007,Western
Colorado Rapids,Kimura,Kosuke,M,12900.0,12900.0,2007,Western
Colorado Rapids,Kirovski,Jovan,F,200000.0,200000.0,2007,Western
Colorado Rapids,LaBrocca,Nick,M,12900.0,12900.0,2007,Western
Colorado Rapids,Mastroeni,Pablo,M,280000.0,298000.0,2007,Western
Colorado Rapids,Osorno,Daniel,F,138000.0,143000.0,2007,Western
Colorado Rapids,Peterson,Jacob,F,70000.0,88750.0,2007,Western
Colorado Rapids,Petke,Mike,D,126000.0,126000.0,2007,Western
Colorado Rapids,Prideaux,Brandon,D,76403.0,76403.0,2007,Western
Colorado Rapids,Sanneh,Tony,D,60000.0,60000.0,2007,Western
Colorado Rapids,Thornton,Zach,G,57600.0,57600.0,2007,Western
Colorado Rapids,Wasson,Daniel,D,17700.0,17700.0,2007,Western
Colorado Rapids,Wilmes,Clifton,D,12900.0,12900.0,2007,Western
FC Dallas,Alvarez,Arturo,M,32819.0,46019.0,2007,Western
FC Dallas,Botero,Juan Sebastian,M,12900.0,12900.0,2007,Western
FC Dallas,Burse,Ray,G,17700.0,17700.0,2007,Western
FC Dallas,Cooper,Kenny,F,80000.0,83000.0,2007,Western
FC Dallas,Daniels,Andrew,D,12900.0,12900.0,2007,Western
FC Dallas,De Oliveira,Denilson,M,872736.0,879936.0,2007,Western
FC Dallas,Dello-Russo,Michael,D,12900.0,12900.0,2007,Western
FC Dallas,Gbandi,Chris,D,100000.0,103750.0,2007,Western
FC Dallas,Gbandi,Sandy,M,12900.0,12900.0,2007,Western
FC Dallas,Goodson,Clarence,D,48378.75,53378.75,2007,Western
FC Dallas,Hislop,Shaka,G,220800.0,220800.0,2007,Western
FC Dallas,Ibrahim,Abdus,F,50000.0,83000.0,2007,Western
FC Dallas,Jones,Scott,M,12900.0,12900.0,2007,Western
FC Dallas,McCarty,Dax,M,33000.0,45500.0,2007,Western
FC Dallas,Mina,Roberto,F,80000.0,80000.0,2007,Western
FC Dallas,Moor,Drew,D,53350.0,65850.0,2007,Western
FC Dallas,Oduro,Dominic,F,30000.0,30000.0,2007,Western
FC Dallas,Pereira,Ricardo,F,30000.0,30000.0,2007,Western
FC Dallas,Pitchkolan,Aaron,M,17700.0,17700.0,2007,Western
FC Dallas,Rhine,Bobby,D,60000.0,62500.0,2007,Western
FC Dallas,Ricchetti,Pablo,M,120000.0,126625.0,2007,Western
FC Dallas,Ruiz,Carlos,F,325000.0,435000.0,2007,Western
FC Dallas,Sala,Dario,G,110000.0,119875.0,2007,Western
FC Dallas,Saragosa,Marcelo,M,67008.0,71883.0,2007,Western
FC Dallas,Serioux,Adrian,D,108000.0,120500.0,2007,Western
FC Dallas,Thompson,Abe,F,30000.0,30000.0,2007,Western
FC Dallas,Toja,Juan Carlos,M,100008.0,100008.0,2007,Western
FC Dallas,Wagenfuhr,David,D,30870.0,30870.0,2007,Western
FC Dallas,Wagner,Blake,D,33000.0,45500.0,2007,Western
FC Dallas,Wallace,Anthony,M,45000.0,78000.0,2007,Western
FC Dallas,Yi,Alex,D,30870.0,30870.0,2007,Western
DC United,Addlery,Nicholas,F,36000.0,36000.0,2007,Eastern
DC United,Arguez,Bryan,M,45000.0,76200.0,2007,Eastern
DC United,Boswell,Robert,D,30870.0,30870.0,2007,Eastern
DC United,Burch,Marc,D,30000.0,30000.0,2007,Eastern
DC United,Carreiro da Silva,Fred,F,190008.0,222008.0,2007,Eastern
DC United,Carroll,Brian,M,115000.0,118750.0,2007,Eastern
DC United,Carroll,Jeff,M,12900.0,12900.0,2007,Eastern
DC United,Crowe,Shawn,G,12900.0,12900.0,2007,Eastern
DC United,DeRoux,Stephen,M,12900.0,12900.0,2007,Eastern
DC United,Dyachenko,Rod,M,17700.0,17700.0,2007,Eastern
DC United,Emilio,Luciano,F,265000.0,293125.0,2007,Eastern
DC United,Gomez,Cristian,M,216000.0,218500.0,2007,Eastern
DC United,Gros,Joshua,M,72500.0,75000.0,2007,Eastern
DC United,Kpene,Guy,F,30000.0,30000.0,2007,Eastern
DC United,McTavish,Devon,M,30000.0,30000.0,2007,Eastern
DC United,Mediate,Stanton,F,30000.0,30000.0,2007,Eastern
DC United,Moose,Justin,M,17700.0,17700.0,2007,Eastern
DC United,Moreno,Jaime,F,250000.0,275000.0,2007,Eastern
DC United,Mupier,Mira,F,12900.0,12900.0,2007,Eastern
DC United,Namoff,Bryan,D,85000.0,88750.0,2007,Eastern
DC United,Nolly,Jay,G,36000.0,36000.0,2007,Eastern
DC United,North,Brad,F,12900.0,12900.0,2007,Eastern
DC United,Olsen,Ben,M,155000.0,177500.0,2007,Eastern
DC United,Perkins,Troy,G,85000.0,87500.0,2007,Eastern
DC United,Simms,Clyde,M,52500.0,53750.0,2007,Eastern
